route_id|visit_date|seller_code|customer_code|visit_city|planned_visits|actual_visits|km_travelled|travel_expense|road_toll|trip_status|notes
RT-00700|04/05/2025| VDR0004 |CLI0237|Grenoble|2|1|340.1|229.02|3.40|COMPLETED|RAS
RT-00701|2024-02-08|vdr0061|CLI0203|Salé|7|5|301,8|151,78|32,24|COMPLETED|Livraison en attente
RT-00702|2024-01-03|VDR0056|CLI0213|Yamoussoukro|8|6|79.8|43.73|26.31|COMPLETED|Relance devis
RT-00703|2024-03-13|vdr0037|CLI0147|Nanterre|4|6|196.4|126.54|38.10|COMPLETED|Prospection
RT-00704|2024-03-20|VDR0033|cli0154|Mahres|6|7|385.1|178.59|48.11|COMPLETED|Relance devis
RT-00705|2024-10-30|VDR0028|CLI0033|TUNIS|3|5|68.4|37.82|24.77|PARTIAL|RAS
RT-00706|2024-12-03|VDR0037|CLI0144|Tivaouane|3|3|392,8|179,32|45,49|COMPLETED|Livraison en attente
RT-00707|2024-11-07|VDR0064|cli0077|Créteil|7|6|84,9|49,79|46,48|COMPLETED|Livraison en attente
RT-00708|2025-05-09| VDR0008 |CLI0085|Dakar|8|8|281.2|134.12|33.94|COMPLETED|Livraison en attente
RT-00709|2024-10-04|VDR0051|CLI0007|Fès|4|6|320.0|198.83|28.85|PARTIAL|Relance devis
RT-00710|06/06/2024|VDR0026|CLI0102|Grenoble|2|4|340,6|161,36|57,20|PARTIAL|Livraison en attente
RT-00711|2025-02-20|VDR0036|CLI0085|DAKAR|6|7|217.2|125.76|48.85|COMPLETED|Livraison en attente
RT-00712|2025/04/02| vdr0044 |CLI0134|Safi|5|7|333,7|264,40|18,93|COMPLETED|RAS
RT-00713|2025-06-08|VDR0061|CLI0239|SETTAT|3|2|134.9|71.58|26.42|COMPLETED|RAS
RT-00714|08/09/2024|VDR0053|CLI0050|La Marsa|6|6|33.5|25.93|17.41|COMPLETED|Livraison en attente
RT-00715|2024-08-16|vdr0004|CLI0156|Mahres|4|2|329.6|176.35|43.42|PARTIAL|Livraison en attente
RT-00716|2025/05/13|VDR0018|cli0216|La Marsa|3|5|125,5|69,97|13,63|COMPLETED|Relance devis
RT-00717|2024/11/02|VDR0002|CLI0147|NANTERRE|7|6|145.4|98.76|43.99|COMPLETED|Prospection
RT-00718|03/10/2024|VDR0019|CLI0167|Sfax|8|6|368.1|283.65|63.01|PARTIAL|Relance devis
RT-00719|2024-07-14|VDR0040|CLI0040|Rufisque|2|4|31,6|23,63|43,22|COMPLETED|Relance devis
RT-00720|2024-09-30|VDR0021|CLI0052|Bouaké|6|5|16.5|12.96|20.80|COMPLETED|Client absent
RT-00721|2024-06-21|VDR0055|CLI0008|Meknès|4|6|313,4|188,26|40,48|COMPLETED|RAS
RT-00722|2025-01-28|VDR0052|CLI0047|Rufisque|3|1|356,6|213,47|63,81|COMPLETED|Prospection
RT-00723|2024/12/14|VDR0040|CLI0107|Thiès|6|4|267.3|220.10|60.31|COMPLETED|Client absent
RT-00724|2024-06-24|VDR0030|CLI0121|Kénitra|6|4|290.1|134.71|52.82|COMPLETED|Livraison en attente
RT-00725|2024-10-14|VDR0060|CLI0115|Rabat|7|7|250.3|119.70|51.42|COMPLETED|RAS
RT-00726|2025-04-08|vdr0027|CLI0119|Abidjan|4|6|223.2|106.23|32.12|PARTIAL|Client absent
RT-00727|01/06/2025|VDR0034|CLI0141|Safi|5|4|222.2|146.66|55.98|COMPLETED|Livraison en attente
RT-00728|2024-01-29|VDR0043|CLI0189|Tunis|8|10|50,7|24,84|60,35|PARTIAL|RAS
RT-00729|15/05/2025|VDR0001|CLI0235|Rufisque|7|9|177.7|82.57|7.70|COMPLETED|Client absent
RT-00730|17/08/2024| VDR0036 |CLI0232|Meknès|7|8|301.1|215.15|39.49|COMPLETED|Livraison en attente
RT-00731|2024-08-18|VDR0025|CLI0087|Guédiawaye|5|3|158,5|122,07|28,75|COMPLETED|Prospection
RT-00732|2025-03-26|VDR0005|CLI0092|Cocody|2|4|66,4|42,59|39,23|COMPLETED|RAS
RT-00733|2024-03-19|VDR0040|CLI0017|Rufisque|5|3|140,0|99,48|45,60|COMPLETED|Prospection
RT-00734|2025-02-06| VDR0010 |CLI0191|Taza|7|8|30.2|24.20|29.27|COMPLETED|Livraison en attente
RT-00735|2024-10-25|VDR0034|CLI0106|Mohammedia|6|6|410,4|188,74|49,48|CANCELLED|Livraison en attente
RT-00736|22/11/2024|VDR0062|CLI0056|Créteil|6|5|322.1|256.86|23.08|COMPLETED|Client absent
RT-00737|2024-04-16|VDR0051|CLI0144|Tivaouane|3|1|328.5|165.79|53.94|COMPLETED|Relance devis
RT-00738|2025-01-16| VDR0009 |CLI0141|Safi|7|7|155.5|103.41|37.90|COMPLETED|Client absent
RT-00739|2024/05/05|VDR0045|CLI0191|TAZA|4|6|271,0|152,67|5,35|COMPLETED|Client absent
RT-00740|2024-06-18|VDR0010|CLI0132|Sakiet Ezzit|5|7|284,1|190,55|41,96|COMPLETED|RAS
RT-00741|2024-09-18|VDR0027|CLI0178|Saint-Étienne|5|5|212.2|97.68|64.75|PARTIAL|RAS
RT-00742|2024-06-04|VDR0055|CLI0219|Saint-Étienne|7|5|271.9|184.91|41.98|PARTIAL|Relance devis
RT-00743|2025/02/27|VDR0056|CLI0020|Thiès|4|5|15.6|12.73|18.06|COMPLETED|Livraison en attente
RT-00744|10/02/2024|VDR0010|CLI0231|Salé|7|8|415.4|348.43|35.99|COMPLETED|Client absent
RT-00745|2024-11-07|VDR0036|cli0209|Saint-Étienne|4|4|178.5|82.25|10.67|COMPLETED|Relance devis
RT-00746|2024-02-23|VDR0015|CLI0141|Safi|5|4|170.4|102.55|4.32|PARTIAL|Client absent
RT-00747|2025-05-12|VDR0057|CLI0097|Mohammedia|4|2|359.6|204.78|2.92|COMPLETED|RAS
RT-00748|2024-08-01|VDR0035|CLI0200|Thiès|7|7|131.9|105.52|25.96|COMPLETED|Prospection
RT-00749|2024-10-09|VDR0049|CLI0188|Dakar|2|2|314.3|227.76|19.01|COMPLETED|Prospection
RT-00750|06/08/2024|VDR0009|CLI0035|Casablanca|2|2|369,3|168,25|20,94|PARTIAL|Livraison en attente
RT-00751|22/02/2024|VDR0008|CLI0026|Taza|6|7|307,9|257,41|5,58|COMPLETED|RAS
RT-00752|16/01/2024|VDR0063|CLI0205|Rabat|6|7|237.1|115.92|39.98|COMPLETED|Livraison en attente
RT-00753|2024/01/03|vdr0019|CLI0222|Paris|6|5|188,3|103,14|52,56|COMPLETED|Livraison en attente
RT-00754|2025-03-18|VDR0043|CLI0166|Tunis|4|2|295.0|212.43|59.51|COMPLETED|RAS
RT-00755|2024/09/19|VDR0041|CLI0190|Ben Arous|3|1|253.5|123.75|55.89|COMPLETED|Prospection
RT-00756|25/08/2024|vdr0017|CLI0048|Saint-Étienne|2|2|284,3|170,90|42,58|COMPLETED|Prospection
RT-00757|2024-08-02|VDR0029|CLI0148|Yamoussoukro|3|2|55,9|33,29|33,61|COMPLETED|Prospection
RT-00758|2024-05-09|VDR0028|CLI0078|Saint-Étienne|5|5|90,2|68,46|19,37|COMPLETED|Livraison en attente
RT-00759|2024-12-31|VDR0032|CLI0112|Mohammedia|7|8|318.9|223.24|56.35|COMPLETED|RAS
RT-00760|2024-12-08|vdr0023|CLI0099|Casablanca|5|5|412,6|320,02|36,58|COMPLETED|Relance devis
RT-00761|2025-03-02|VDR0039|CLI0027|Sakiet Ezzit|8|8|123,0|66,13|26,28|COMPLETED|Prospection
RT-00762|2024-08-26|VDR0044|CLI0054|Paris|7|8|242.3|121.37|41.20|CANCELLED|Relance devis
RT-00763|2024-06-03|VDR0039|CLI0027|Sakiet Ezzit|2|1|152,2|107,51|56,12|COMPLETED|Relance devis
RT-00764|2024-12-02|VDR0065|CLI0192|Casablanca|7|9|188.8|86.93|51.01|PARTIAL|RAS
RT-00765|01/03/2025|VDR0013|CLI0091|La Marsa|7|9|363,5|175,69|25,59|COMPLETED|Client absent
RT-00766|2025/01/23|VDR0008|CLI0121|Kénitra|8|6|294.9|243.94|17.80|COMPLETED|Client absent
RT-00767|2024/04/30|VDR0017|CLI0032|Abidjan|5|4|411.5|282.64|19.36|COMPLETED|Prospection
RT-00768|2024/12/18|VDR0052|CLI0053|La Marsa|3|5|386.5|190.76|9.02|COMPLETED|RAS
RT-00769|2024-04-22|VDR0024|cli0165|Casablanca|5|5|182,5|123,53|5,75|COMPLETED|RAS
RT-00770|2025-02-02|VDR0014|CLI0044|Essaouira|8|10|156,7|72,24|26,09|COMPLETED|Prospection
RT-00771|08/08/2024|VDR0061|CLI0235|Rufisque|8|9|284.7|202.91|13.33|COMPLETED|RAS
RT-00772|2024-03-13|vdr0056|CLI0127|MOHAMMEDIA|2|0|258.2|218.85|59.07|COMPLETED|Prospection
RT-00773|2024-06-14|VDR0005|cli0039|Guédiawaye|8|9|229.5|181.60|60.18|COMPLETED|Client absent
RT-00774|2024-09-21|VDR0065|CLI0230|Mahres|4|4|315.8|212.03|57.73|COMPLETED|Livraison en attente
RT-00775|12/04/2024|VDR0027|CLI0236|Mahres|2|0|235.1|136.26|31.24|COMPLETED|Prospection
RT-00776|17/01/2024|VDR0018|CLI0078|Saint-Étienne|7|5|382.0|196.59|60.64|COMPLETED|Prospection
RT-00777|2024-05-19|VDR0063|CLI0240|Guédiawaye|8|10|297,4|159,18|28,35|CANCELLED|RAS
RT-00778|2025-05-26|VDR0039|CLI0158|Abidjan|7|8|408,1|203,58|37,54|CANCELLED|Client absent
RT-00779|2024-12-05|VDR0007|CLI0106|Mohammedia|5|4|256.7|155.41|26.42|COMPLETED|Client absent
RT-00780|2025-01-07|VDR0037|CLI0125|Settat|2|3|306,9|209,77|38,82|CANCELLED|Client absent
RT-00781|2024-02-29|VDR0004|CLI0095|Rabat|7|7|57,9|36,08|22,61|COMPLETED|RAS
RT-00782|11/04/2025| VDR0020 |cli0100|Rufisque|8|8|178,7|109,37|1,68|CANCELLED|RAS
RT-00783|15/08/2024|VDR0001|CLI0210|Ben Arous|7|8|168,1|133,55|16,94|CANCELLED|Relance devis
RT-00784|2025/02/22|vdr0008|CLI0173|Yopougon|8|6|125.1|80.61|34.86|COMPLETED|Client absent
RT-00785|2024-05-31|VDR0024|CLI0045|Cocody|4|2|240,2|159,59|30,62|COMPLETED|Livraison en attente
RT-00786|2024-10-01|vdr0058|CLI0155|Sfax|3|3|340,0|274,03|6,62|PARTIAL|Relance devis
RT-00787|2024-05-29|VDR0022|CLI0197|Marrakech|6|5|275.5|225.75|0.50|COMPLETED|Relance devis
RT-00788|2025-06-20|VDR0031|CLI0008|Meknès|6|4|66,7|52,73|1,54|PARTIAL|Client absent
RT-00789|06/06/2025|VDR0013|CLI0239|Settat|4|5|280,6|188,64|51,99|COMPLETED|Livraison en attente
RT-00790|2024-08-16| VDR0003 |CLI0099|Casablanca|4|5|104,9|88,38|36,35|COMPLETED|Livraison en attente
RT-00791|2025-03-31|VDR0033|CLI0239|Settat|3|4|386.7|266.24|0.89|PARTIAL|Livraison en attente
RT-00792|11/10/2024|VDR0024|CLI0148|Yamoussoukro|2|3|377.4|260.82|27.95|COMPLETED|RAS
RT-00793|19/02/2024| VDR0050 |CLI0085|Dakar|3|2|185.3|116.91|17.77|COMPLETED|Livraison en attente
RT-00794|2024-03-11|VDR0039|CLI0151|Lyon|2|1|379.1|224.84|41.28|COMPLETED|Relance devis
RT-00795|2025-05-25|VDR0024|CLI0083|Sfax|8|6|340.1|225.35|43.90|COMPLETED|Client absent
RT-00796|2024/11/11|VDR0015|CLI0185|Tunis|3|4|149,1|102,90|21,30|PARTIAL|RAS
RT-00797|2024-06-15|VDR0036|CLI0043|Dakar|2|1|164.4|139.53|13.84|COMPLETED|Livraison en attente
RT-00798|2024/05/22|VDR0050|CLI0058|Sfax|2|1|33,7|23,32|25,50|COMPLETED|Client absent
RT-00799|2024-01-28|VDR0039|CLI0023|YOPOUGON|6|5|179.9|146.09|23.35|COMPLETED|Client absent
RT-00800|2024/12/29|VDR0005|CLI0056|Créteil|3|5|64,0|32,82|2,94|COMPLETED|Client absent
RT-00801|2024-09-06|vdr0028|CLI0096|Cocody|5|7|265,7|171,35|39,24|PARTIAL|Relance devis
RT-00802|2024-10-14|VDR0064|CLI0017|Rufisque|4|4|223,2|187,03|20,09|PARTIAL|Client absent
RT-00803|2024-05-19|VDR0030|CLI0022|MBOUR|7|8|404,8|257,53|50,82|PARTIAL|Livraison en attente
RT-00804|2024/10/29|VDR0046|CLI0051|Guédiawaye|7|5|289,5|236,81|43,56|PARTIAL|Relance devis
RT-00805|09/03/2024|VDR0017|CLI0007|FÈS|3|5|332.4|161.09|45.52|COMPLETED|RAS
RT-00806|26/04/2024|VDR0051|CLI0123|Rabat|7|8|268,6|123,45|40,90|COMPLETED|Livraison en attente
RT-00807|08/06/2024|VDR0010|CLI0223|Settat|8|10|70.9|52.34|42.06|COMPLETED|RAS
RT-00808|2024-01-30|VDR0032|CLI0117|La Marsa|8|7|351,2|238,09|34,96|COMPLETED|Livraison en attente
RT-00809|2025-01-24|VDR0049|CLI0157|Sfax|5|7|99.5|73.18|6.71|COMPLETED|Livraison en attente
RT-00810|2024-05-22|VDR0006|CLI0025|Safi|4|2|54.8|42.51|52.25|COMPLETED|Client absent
RT-00811|2025-05-14|VDR0024|CLI0072|Saint-Étienne|4|3|142.9|119.31|59.12|COMPLETED|Relance devis
RT-00812|2025/06/07|VDR0038|cli0151|Lyon|3|3|187,5|145,44|37,55|COMPLETED|Livraison en attente
RT-00813|2025-03-04|VDR0042|CLI0099|Casablanca|4|2|231,2|117,26|43,69|PARTIAL|RAS
RT-00814|2025-03-27|VDR0028|CLI0066|Nanterre|4|3|292.4|140.11|37.41|COMPLETED|Livraison en attente
RT-00815|2024-01-07|VDR0037|CLI0234|Safi|5|7|154,7|98,31|57,02|COMPLETED|RAS
RT-00816|2024-10-26|VDR0058|CLI0143|Grenoble|3|2|290,7|153,26|41,93|COMPLETED|Relance devis
RT-00817|13/01/2024|VDR0051|cli0051|Guédiawaye|3|2|179,8|141,95|50,95|COMPLETED|RAS
RT-00818|2025-06-14|VDR0038|CLI0129|Essaouira|3|4|386.8|300.48|50.26|CANCELLED|Livraison en attente
RT-00819|2024-06-19|VDR0052|CLI0128|Fès|7|5|308.1|224.58|24.78|COMPLETED|Prospection
RT-00820|2025-03-05|VDR0036|CLI0146|Casablanca|2|0|304,7|242,80|9,46|PARTIAL|RAS
RT-00821|20/03/2024|VDR0014|CLI0231|Salé|5|3|149.4|95.63|51.16|COMPLETED|Livraison en attente
RT-00822|06/02/2024|VDR0037|CLI0066|Nanterre|2|2|273,4|129,75|15,73|COMPLETED|RAS
RT-00823|2024-10-08| VDR0028 |CLI0123|Rabat|4|4|140,7|91,77|12,81|PARTIAL|Relance devis
RT-00824|2024-09-25|VDR0005|CLI0024|Thiès|6|4|404.6|207.12|30.07|COMPLETED|RAS
RT-00825|2024-04-19|VDR0047|CLI0133|Meknès|5|7|390.8|328.70|7.33|COMPLETED|Relance devis
RT-00826|2024-03-08|VDR0061|CLI0223|Settat|4|2|31.9|18.60|63.64|COMPLETED|Prospection
RT-00827|09/09/2024|VDR0047|CLI0062|Paris|6|8|414.9|314.57|33.10|COMPLETED|RAS
RT-00828|09/03/2024|VDR0043|CLI0139|Sfax|5|6|344.8|230.75|39.31|COMPLETED|Relance devis
RT-00829|2024-07-02|VDR0062|CLI0194|Settat|6|8|170,6|132,12|14,43|CANCELLED|Relance devis
RT-00830|2024/04/19|VDR0031|CLI0002|Rufisque|5|4|340.5|281.44|0.50|COMPLETED|Client absent
RT-00831|2025-05-10|VDR0061|CLI0121|KÉNITRA|7|5|199.6|99.47|49.40|COMPLETED|RAS
RT-00832|2025-03-29|VDR0011|CLI0038|Salé|8|7|44,6|32,85|18,11|PARTIAL|Relance devis
RT-00833|2025-04-25|VDR0013|CLI0194|Settat|8|9|265.7|218.90|44.06|COMPLETED|Prospection
RT-00834|2024-02-11|VDR0049|CLI0135|Rufisque|3|3|361,2|275,09|1,05|COMPLETED|Prospection
RT-00835|2024-07-19|vdr0059|CLI0160|Guédiawaye|7|6|96.1|48.13|5.74|COMPLETED|Relance devis
RT-00836|21/02/2024|VDR0015|CLI0086|Mahres|7|9|214.6|106.38|59.01|COMPLETED|RAS
RT-00837|2025-05-31|VDR0005|CLI0035|Casablanca|6|8|177,5|130,84|43,51|COMPLETED|Client absent
RT-00838|2025-01-01|VDR0063|CLI0229|Ben Arous|3|1|51.1|28.79|26.19|COMPLETED|Prospection
RT-00839|02/09/2024|VDR0020|CLI0006|Saint-Étienne|2|3|370.0|269.02|53.12|PARTIAL|Livraison en attente
RT-00840|2024/06/19|VDR0064|cli0172|Dakar|2|0|67,1|51,96|44,80|PARTIAL|Prospection
RT-00841|29/03/2024|vdr0004|CLI0144|Tivaouane|4|3|325.1|253.44|32.21|CANCELLED|Prospection
RT-00842|2025-03-06|vdr0028|CLI0098|Abidjan|8|7|257,3|199,34|5,81|COMPLETED|RAS
RT-00843|13/11/2024|VDR0006|CLI0045|Cocody|3|3|228.3|166.57|18.11|COMPLETED|Prospection
RT-00844|13/08/2024|VDR0057|CLI0107|Thiès|3|4|187,0|113,61|34,70|COMPLETED|Prospection
RT-00845|2024/11/06|VDR0059|CLI0229|Ben Arous|4|5|297.5|234.64|56.67|CANCELLED|Client absent
RT-00846|2024/01/09|VDR0056|CLI0128|Fès|6|7|391.6|273.14|18.86|CANCELLED|Prospection
RT-00847|2024-01-30|VDR0014|CLI0104|Ben Arous|5|6|344.0|249.75|6.39|COMPLETED|Livraison en attente
RT-00848|22/06/2025|VDR0046|CLI0007|Fès|7|8|50.6|40.56|50.85|COMPLETED|Livraison en attente
RT-00849|2024-01-12|VDR0025|CLI0115|Rabat|2|3|275.7|233.19|21.12|COMPLETED|Client absent
RT-00850|2024-11-21|VDR0014|CLI0035|Casablanca|6|7|146,0|93,75|9,90|CANCELLED|Livraison en attente
RT-00851|2024-01-26|VDR0041|CLI0008|Meknès|7|7|389,3|194,62|28,65|COMPLETED|Prospection
RT-00852|2025-02-09|VDR0045|cli0206|Fès|6|7|52,6|25,36|7,42|COMPLETED|Prospection
RT-00853|2024/07/04|VDR0058|CLI0144|Tivaouane|5|5|353,3|249,35|64,51|COMPLETED|RAS
RT-00854|2024-03-06|VDR0065|CLI0101|Cocody|2|3|353,4|197,94|37,16|COMPLETED|Client absent
RT-00855|2024-05-01|VDR0003|CLI0099|Casablanca|2|0|83.1|63.40|32.40|COMPLETED|Livraison en attente
RT-00856|2025-04-07|VDR0047|CLI0062|Paris|8|8|205,2|173,94|45,32|CANCELLED|Prospection
RT-00857|2025-02-21|VDR0064|CLI0066|Nanterre|5|7|35,1|28,48|51,28|COMPLETED|Livraison en attente
RT-00858|2025-03-04|VDR0046|CLI0238|Bouaké|3|3|369.0|240.84|51.13|PARTIAL|Relance devis
RT-00859|2024-08-09|VDR0056|CLI0101|Cocody|6|6|351.1|191.75|1.90|COMPLETED|Relance devis
RT-00860|2024-08-11| VDR0033 |cli0077|Créteil|7|8|113.8|96.59|44.88|PARTIAL|Livraison en attente
RT-00861|2024/06/28|VDR0035|CLI0103|Ben Arous|7|5|202.7|95.36|12.81|PARTIAL|Client absent
RT-00862|2024-11-18|vdr0035|CLI0163|Thiès|4|2|334.3|182.75|60.15|COMPLETED|Prospection
RT-00863|2024-12-17|VDR0003|CLI0169|Sfax|6|4|89.9|51.66|22.32|COMPLETED|Relance devis
RT-00864|04/12/2024| VDR0025 |CLI0021|Salé|7|5|338.0|167.20|15.54|PARTIAL|Client absent
RT-00865|2025-03-20|VDR0049|CLI0232|Meknès|7|7|89,2|44,10|3,32|COMPLETED|Relance devis
RT-00866|2024-02-11|VDR0011|CLI0150|Yamoussoukro|2|0|109.0|69.83|58.62|COMPLETED|Relance devis
RT-00867|2024-07-09|VDR0014|CLI0107|Thiès|3|4|199.5|109.74|6.21|PARTIAL|Client absent
RT-00868|2025/03/11|vdr0033|CLI0227|TUNIS|8|9|56.1|25.89|16.74|COMPLETED|RAS
RT-00869|2025-03-17|VDR0031|cli0006|Saint-Étienne|3|5|335.0|230.84|61.74|COMPLETED|Client absent
RT-00870|2025-03-04|VDR0057|CLI0059|Ben Arous|2|1|289,1|240,22|14,00|CANCELLED|Prospection
RT-00871|2024/06/04|VDR0008|CLI0038|Salé|8|7|164,6|100,45|23,81|PARTIAL|Relance devis
RT-00872|2025-01-22|vdr0060|CLI0048|Saint-Étienne|2|0|260.6|192.15|19.03|COMPLETED|Livraison en attente
RT-00873|16/01/2025|VDR0029|CLI0235|Rufisque|2|1|337,2|241,36|38,04|CANCELLED|Relance devis
RT-00874|2024/05/09|VDR0050|CLI0232|Meknès|4|2|331,8|270,05|13,89|COMPLETED|Livraison en attente
RT-00875|2024/06/08|VDR0021|CLI0026|Taza|3|4|255,5|172,94|4,91|COMPLETED|Relance devis
RT-00876|2025/05/14|vdr0001|cli0114|Daloa|4|6|275.6|205.65|54.63|COMPLETED|Relance devis
RT-00877|2025-06-17|VDR0032|cli0144|Tivaouane|6|4|215.2|173.20|48.41|COMPLETED|RAS
RT-00878|2024-10-05|VDR0002|CLI0155|Sfax|8|7|331,3|185,28|44,51|COMPLETED|RAS
RT-00879|2024/03/18|VDR0032|CLI0213|Yamoussoukro|3|4|237,5|123,26|3,15|COMPLETED|Livraison en attente
RT-00880|22/06/2024|vdr0047|CLI0204|Nanterre|2|4|110.6|82.52|44.53|COMPLETED|RAS
RT-00881|2024-08-31|VDR0012|CLI0167|SFAX|5|4|395,1|294,47|39,02|COMPLETED|RAS
RT-00882|2024-09-20|VDR0013|CLI0200|Thiès|5|3|35.4|22.40|28.19|COMPLETED|Relance devis
RT-00883|2024-01-07|VDR0048|CLI0021|Salé|8|10|324,7|243,98|40,44|COMPLETED|RAS
RT-00884|2024/07/09|vdr0059|CLI0110|Grenoble|3|4|216.9|136.31|44.48|COMPLETED|Client absent
RT-00885|2025-02-15|VDR0049|CLI0237|Grenoble|6|5|329.4|272.08|24.20|COMPLETED|Client absent
RT-00886|2024-08-10|VDR0037|CLI0171|MOHAMMEDIA|2|2|169.2|96.25|25.41|COMPLETED|RAS
RT-00887|2024-11-01|VDR0023|CLI0161|NANTERRE|4|3|286,7|162,91|14,74|COMPLETED|Prospection
RT-00888|2025-01-21|VDR0050|cli0152|Grenoble|5|3|221.8|119.01|35.83|COMPLETED|Client absent
RT-00889|2024/03/21|VDR0045|CLI0148|Yamoussoukro|7|6|410,1|312,41|45,95|COMPLETED|Prospection
RT-00890|21/02/2024|VDR0049|CLI0191|TAZA|3|5|394,3|192,29|35,31|COMPLETED|Livraison en attente
RT-00891|2025-02-14|VDR0007|CLI0218|Sfax|4|5|350.1|231.18|47.39|COMPLETED|Prospection
RT-00892|14/06/2024|VDR0018|CLI0028|Marrakech|2|2|213.6|142.79|26.60|CANCELLED|RAS
RT-00893|2025-03-19|VDR0010|CLI0127|Mohammedia|8|8|100.6|61.62|15.81|PARTIAL|Relance devis
RT-00894|2024-04-15|vdr0054|CLI0153|Daloa|5|4|138.6|89.42|36.44|COMPLETED|Relance devis
RT-00895|2025-06-27|vdr0022|CLI0179|Mbour|8|7|34,2|24,19|0,84|CANCELLED|Client absent
RT-00896|2025-03-07| VDR0016 |CLI0206|Fès|2|3|354,2|246,37|34,25|COMPLETED|Prospection
RT-00897|2024-10-29|VDR0048|CLI0133|Meknès|6|5|329.5|193.32|27.37|PARTIAL|Client absent
RT-00898|2024-06-06|VDR0019|CLI0234|Safi|4|2|145.5|90.96|17.70|PARTIAL|Prospection
RT-00899|2025-05-20|vdr0054|CLI0230|Mahres|2|1|87,7|64,25|26,38|PARTIAL|Livraison en attente
RT-00900|2024-09-14|vdr0041|CLI0060|Fès|5|4|53,0|40,30|39,20|COMPLETED|Livraison en attente
RT-00901|2025-03-14| VDR0040 |CLI0093|Thiès|6|8|372.2|236.69|40.93|COMPLETED|Client absent
RT-00902|02/12/2024|VDR0012|CLI0108|Meknès|2|0|177.2|141.93|14.03|COMPLETED|Prospection
RT-00903|2024-01-12|vdr0024|CLI0079|Meknès|3|2|68.7|51.11|61.43|PARTIAL|Client absent
RT-00904|2024-08-28|VDR0056|CLI0081|Sfax|2|0|140.0|112.93|6.49|CANCELLED|RAS
RT-00905|10/06/2024|VDR0036|CLI0063|Salé|8|8|342.4|155.08|39.06|COMPLETED|Prospection
RT-00906|2025-03-02|VDR0036|CLI0003|Settat|6|6|263,1|129,24|32,17|COMPLETED|Prospection
RT-00907|2024-04-05| VDR0008 |CLI0131|La Marsa|3|4|383,3|304,35|43,38|COMPLETED|Client absent
RT-00908|2024-02-06|VDR0023|CLI0062|PARIS|7|8|209.5|130.54|43.16|COMPLETED|RAS
RT-00909|2024-07-15|VDR0003|CLI0214|Rabat|3|3|266,6|133,49|42,49|COMPLETED|Prospection
RT-00910|2025-06-13|VDR0030|CLI0061|Settat|5|5|119.2|58.53|62.21|COMPLETED|Prospection
RT-00911|2024-09-12|VDR0023|CLI0099|Casablanca|3|5|397.2|231.13|1.35|COMPLETED|Livraison en attente
RT-00912|2025-01-17|VDR0035|CLI0226|Ben Arous|5|3|414,1|227,55|27,75|COMPLETED|RAS
RT-00913|2024-09-21|VDR0059|CLI0032|Abidjan|6|5|340.0|153.62|49.53|PARTIAL|Livraison en attente
RT-00914|2025-02-15| VDR0049 |CLI0133|Meknès|5|6|405.0|277.67|39.73|PARTIAL|Relance devis
RT-00915|2024-02-22|VDR0011|CLI0217|Kénitra|5|3|120.6|58.17|62.62|COMPLETED|Prospection
RT-00916|2025-03-04| VDR0056 |CLI0187|Lyon|7|7|146.9|70.60|47.32|COMPLETED|Prospection
RT-00917|2024-07-31|VDR0048|CLI0157|Sfax|5|7|374.5|245.99|1.21|COMPLETED|Client absent
RT-00918|2025-05-11|VDR0044|CLI0080|Bouaké|8|8|33.5|27.15|51.70|CANCELLED|Client absent
RT-00919|2024-12-04|VDR0008|CLI0221|COCODY|3|5|291.4|168.86|45.87|COMPLETED|Client absent
RT-00920|2025-06-13|VDR0037|CLI0147|Nanterre|7|8|114,0|90,49|56,43|PARTIAL|Client absent
RT-00921|25/03/2025|VDR0049|CLI0154|Mahres|8|10|150.1|106.48|0.10|COMPLETED|Livraison en attente
RT-00922|2025-01-20|VDR0061|CLI0013|Marrakech|5|5|376.1|231.67|3.35|PARTIAL|Relance devis
RT-00923|2024/09/07|VDR0030|CLI0027|Sakiet Ezzit|7|6|232.6|122.92|24.10|PARTIAL|Prospection
RT-00924|2024/10/13|VDR0046|CLI0119|Abidjan|5|4|201.9|145.38|57.86|PARTIAL|Livraison en attente
RT-00925|2025/05/15|VDR0064|CLI0068|Casablanca|8|8|332.3|231.05|44.47|PARTIAL|Prospection
RT-00926|2024-01-29| VDR0031 |CLI0122|Mohammedia|5|7|172,7|110,55|1,63|COMPLETED|RAS
RT-00927|2024-03-18|VDR0041|cli0194|Settat|3|2|205.8|97.50|38.24|COMPLETED|Livraison en attente
RT-00928|2024-06-02|VDR0031|CLI0191|Taza|4|4|132.7|72.68|63.91|COMPLETED|Relance devis
RT-00929|16/03/2025|VDR0005|CLI0162|Mbour|7|5|291,8|231,89|2,39|COMPLETED|Prospection
RT-00930|2025-03-07|VDR0010|CLI0021|Salé|8|10|258,0|167,89|38,45|CANCELLED|Prospection
RT-00931|2025/02/15|VDR0055|CLI0020|Thiès|4|5|141.3|88.94|60.02|COMPLETED|Relance devis
RT-00932|30/05/2024| VDR0003 |CLI0190|Ben Arous|3|3|166.0|101.53|63.57|COMPLETED|RAS
RT-00933|2024/07/03|VDR0024|CLI0128|FÈS|4|2|186,2|107,29|54,48|PARTIAL|Livraison en attente
